grid#	st#	step	ml_c	gt_c	dist	p(gt)
4	4	28	(35, 91)	(34, 93)	2.236	0.284
4	4	29	(33, 94)	(34, 93)	1.414	0.076
4	4	30	(35, 90)	(34, 93)	3.162	0.152
4	4	31	(36, 90)	(35, 93)	3.162	0.182
4	4	32	(35, 94)	(35, 94)	0.000	0.516
4	4	33	(35, 95)	(35, 95)	0.000	0.512
4	4	34	(36, 95)	(36, 95)	0.000	0.476
4	4	35	(36, 94)	(36, 94)	0.000	0.641
4	4	36	(35, 94)	(35, 94)	0.000	0.410
4	4	37	(35, 94)	(35, 93)	1.000	0.097
4	4	38	(36, 91)	(36, 93)	2.000	0.328
4	4	39	(36, 92)	(36, 92)	0.000	0.651
4	4	40	(36, 92)	(36, 92)	0.000	0.378
4	4	41	(36, 91)	(36, 91)	0.000	0.720
4	4	42	(36, 90)	(36, 90)	0.000	0.838
4	4	43	(37, 90)	(37, 90)	0.000	0.865
4	4	44	(37, 91)	(37, 91)	0.000	0.956
4	4	45	(36, 91)	(36, 91)	0.000	0.981
4	4	46	(36, 90)	(36, 90)	0.000	0.891
4	4	47	(36, 89)	(36, 89)	0.000	0.984
4	4	48	(36, 89)	(37, 89)	1.000	0.328
4	4	49	(38, 89)	(38, 89)	0.000	0.727
4	4	50	(38, 88)	(38, 89)	1.000	0.096
4	4	51	(37, 89)	(37, 89)	0.000	0.595
4	4	52	(37, 88)	(37, 88)	0.000	0.642
4	4	53	(37, 87)	(37, 87)	0.000	0.826
4	4	54	(38, 87)	(37, 87)	1.000	0.093
4	4	55	(38, 88)	(37, 88)	1.000	0.085
4	4	56	(37, 89)	(37, 89)	0.000	0.600
4	4	57	(36, 89)	(36, 89)	0.000	0.816
4	4	58	(36, 88)	(36, 88)	0.000	0.979
4	4	59	(35, 88)	(35, 88)	0.000	0.991
4	4	60	(35, 88)	(35, 87)	1.000	0.330
4	4	61	(36, 88)	(35, 87)	1.414	0.051
4	4	62	(35, 88)	(35, 88)	0.000	0.466
4	4	63	(35, 89)	(35, 89)	0.000	0.492
4	4	64	(34, 89)	(34, 89)	0.000	0.933
4	4	65	(34, 89)	(34, 89)	0.000	0.951
4	4	66	(34, 89)	(34, 89)	0.000	0.634
4	4	67	(34, 89)	(34, 89)	0.000	0.664
4	4	68	(33, 89)	(33, 89)	0.000	0.964
4	4	69	(33, 90)	(33, 90)	0.000	0.957
4	4	70	(33, 90)	(33, 90)	0.000	0.968
4	4	71	(33, 91)	(33, 91)	0.000	0.876
4	4	72	(34, 91)	(34, 91)	0.000	0.985
4	4	73	(35, 91)	(35, 91)	0.000	0.983
4	4	74	(35, 90)	(35, 90)	0.000	0.985
4	4	75	(35, 90)	(35, 90)	0.000	0.998
4	4	76	(35, 91)	(35, 91)	0.000	0.993
4	4	77	(35, 92)	(35, 92)	0.000	0.894
4	4	78	(36, 92)	(36, 92)	0.000	0.884
4	4	79	(36, 92)	(36, 92)	0.000	0.983
4	4	80	(36, 92)	(36, 92)	0.000	0.997
4	4	81	(36, 92)	(36, 92)	0.000	0.999
4	4	82	(36, 93)	(36, 93)	0.000	0.994
4	4	83	(35, 93)	(35, 93)	0.000	0.894
4	4	84	(35, 92)	(35, 92)	0.000	0.889
4	4	85	(35, 92)	(35, 92)	0.000	0.989
4	4	86	(35, 92)	(35, 92)	0.000	0.988
4	4	87	(35, 93)	(35, 93)	0.000	0.992
4	4	88	(36, 93)	(36, 93)	0.000	0.900
4	4	89	(36, 92)	(36, 92)	0.000	0.894
4	4	90	(35, 92)	(36, 92)	1.000	0.090
4	4	91	(36, 91)	(36, 91)	0.000	0.613
4	4	92	(35, 91)	(35, 91)	0.000	0.903
4	4	93	(35, 92)	(35, 92)	0.000	0.891
4	4	94	(35, 93)	(35, 93)	0.000	0.981
4	4	95	(34, 93)	(35, 93)	1.000	0.105
4	4	96	(35, 92)	(35, 92)	0.000	0.647
4	4	97	(35, 91)	(35, 91)	0.000	0.869
4	4	98	(34, 91)	(34, 91)	0.000	0.985
4	4	99	(33, 91)	(33, 91)	0.000	0.985
4	4	100	(33, 90)	(33, 90)	0.000	0.892
Already at last step
4	5	1	(0, 36)	(30, 10)	39.699	0.000
4	5	2	(0, 16)	(30, 11)	30.414	0.000
4	5	3	(20, 79)	(30, 11)	68.731	0.000
4	5	4	(20, 78)	(30, 10)	68.731	0.001
4	5	5	(47, 82)	(31, 10)	73.756	0.002
4	5	6	(71, 32)	(32, 10)	44.777	0.003
4	5	7	(22, 28)	(32, 9)	21.471	0.001
4	5	8	(15, 61)	(33, 9)	55.027	0.001
4	5	9	(16, 61)	(34, 9)	55.027	0.000
4	5	10	(11, 91)	(35, 9)	85.440	0.000
4	5	11	(99, 4)	(35, 10)	64.281	0.002
4	5	12	(99, 5)	(35, 11)	64.281	0.003
4	5	13	(43, 26)	(35, 11)	17.000	0.006
4	5	14	(98, 6)	(34, 11)	64.195	0.032
4	5	15	(97, 6)	(33, 11)	64.195	0.042
4	5	16	(97, 7)	(33, 11)	64.125	0.053
4	5	17	(96, 7)	(32, 11)	64.125	0.060
4	5	18	(11, 2)	(32, 10)	22.472	0.083
4	5	19	(11, 2)	(31, 10)	21.541	0.110
4	5	20	(31, 9)	(31, 9)	0.000	0.376
4	5	21	(31, 8)	(31, 8)	0.000	0.697
4	5	22	(32, 8)	(32, 8)	0.000	0.833
4	5	23	(33, 8)	(33, 8)	0.000	0.939
4	5	24	(34, 8)	(33, 8)	1.000	0.007
4	5	25	(34, 7)	(33, 7)	1.000	0.087
4	5	26	(35, 7)	(34, 7)	1.000	0.171
4	5	27	(35, 7)	(35, 7)	0.000	0.756
4	5	28	(35, 6)	(35, 6)	0.000	0.742
4	5	29	(36, 6)	(36, 6)	0.000	0.859
4	5	30	(36, 5)	(36, 5)	0.000	0.847
4	5	31	(36, 4)	(36, 4)	0.000	0.948
4	5	32	(35, 4)	(35, 4)	0.000	0.953
4	5	33	(34, 4)	(34, 4)	0.000	0.955
4	5	34	(34, 3)	(34, 3)	0.000	0.889
4	5	35	(33, 3)	(33, 3)	0.000	0.982
4	5	36	(33, 4)	(33, 4)	0.000	0.988
4	5	37	(33, 5)	(33, 5)	0.000	0.989
4	5	38	(34, 5)	(34, 5)	0.000	0.992
4	5	39	(34, 4)	(34, 4)	0.000	0.992
4	5	40	(34, 3)	(34, 3)	0.000	0.895
4	5	41	(35, 3)	(35, 3)	0.000	0.884
4	5	42	(36, 3)	(35, 3)	1.000	0.180
4	5	43	(36, 3)	(36, 3)	0.000	0.780
4	5	44	(36, 2)	(36, 2)	0.000	0.977
4	5	45	(36, 1)	(36, 1)	0.000	0.894
4	5	46	(37, 1)	(37, 1)	0.000	0.804
4	5	47	(37, 0)	(37, 0)	0.000	0.979
4	5	48	(36, 0)	(36, 0)	0.000	0.984
4	5	49	(36, 1)	(36, 1)	0.000	0.992
4	5	50	(36, 2)	(36, 2)	0.000	0.895
4	5	51	(37, 2)	(37, 2)	0.000	0.890
4	5	52	(37, 1)	(37, 2)	1.000	0.098
4	5	53	(38, 1)	(38, 2)	1.000	0.088
4	5	54	(39, 2)	(39, 2)	0.000	0.609
4	5	55	(40, 2)	(40, 2)	0.000	0.585
4	5	56	(40, 3)	(40, 3)	0.000	0.825
4	5	57	(39, 3)	(39, 3)	0.000	0.841
4	5	58	(38, 3)	(38, 3)	0.000	0.978
4	5	59	(38, 2)	(38, 2)	0.000	0.976
4	5	60	(37, 2)	(37, 2)	0.000	0.893
4	5	61	(36, 2)	(36, 2)	0.000	0.984
4	5	62	(36, 3)	(36, 3)	0.000	0.991
4	5	63	(35, 3)	(35, 3)	0.000	0.899
4	5	64	(35, 4)	(35, 4)	0.000	0.987
4	5	65	(35, 5)	(35, 5)	0.000	0.992
4	5	66	(36, 5)	(36, 5)	0.000	0.991
4	5	67	(36, 6)	(36, 6)	0.000	0.893
4	5	68	(35, 6)	(35, 6)	0.000	0.884
4	5	69	(35, 6)	(35, 6)	0.000	0.743
4	5	70	(35, 5)	(35, 5)	0.000	0.943
4	5	71	(34, 5)	(34, 5)	0.000	0.956
4	5	72	(34, 5)	(34, 5)	0.000	0.569
4	5	73	(33, 5)	(33, 5)	0.000	0.946
4	5	74	(33, 4)	(33, 4)	0.000	0.989
4	5	75	(33, 3)	(33, 3)	0.000	0.991
4	5	76	(33, 3)	(33, 3)	0.000	0.667
4	5	77	(33, 2)	(33, 2)	0.000	0.874
4	5	78	(33, 2)	(33, 2)	0.000	0.980
4	5	79	(33, 2)	(33, 2)	0.000	0.997
4	5	80	(33, 2)	(33, 2)	0.000	0.987
4	5	81	(33, 2)	(33, 2)	0.000	0.999
4	5	82	(33, 2)	(33, 2)	0.000	1.000
4	5	83	(33, 2)	(33, 2)	0.000	1.000
4	5	84	(33, 2)	(33, 2)	0.000	1.000
4	5	85	(33, 2)	(33, 2)	0.000	1.000
4	5	86	(33, 2)	(33, 2)	0.000	1.000
4	5	87	(33, 2)	(33, 2)	0.000	1.000
4	5	88	(33, 2)	(33, 2)	0.000	1.000
4	5	89	(33, 3)	(33, 3)	0.000	0.900
4	5	90	(34, 3)	(34, 3)	0.000	0.987
4	5	91	(35, 3)	(35, 3)	0.000	0.895
4	5	92	(36, 3)	(36, 3)	0.000	0.805
4	5	93	(36, 2)	(36, 2)	0.000	0.979
4	5	94	(35, 2)	(35, 2)	0.000	0.993
4	5	95	(35, 2)	(35, 2)	0.000	1.000
4	5	96	(35, 2)	(35, 2)	0.000	1.000
4	5	97	(35, 1)	(35, 1)	0.000	0.994
4	5	98	(35, 0)	(35, 0)	0.000	0.895
4	5	99	(35, 0)	(35, 0)	0.000	0.989
4	5	100	(34, 0)	(34, 0)	0.000	0.899
Already at last step
4	6	1	(0, 0)	(38, 8)	38.833	0.000
4	6	2	(0, 18)	(38, 7)	39.560	0.001
4	6	3	(42, 77)	(37, 7)	70.178	0.001
4	6	4	(42, 77)	(37, 6)	71.176	0.001
4	6	5	(66, 79)	(38, 6)	78.186	0.004
4	6	6	(66, 78)	(38, 5)	78.186	0.007
4	6	7	(67, 78)	(38, 5)	78.549	0.011
4	6	8	(64, 76)	(38, 6)	74.673	0.028
4	6	9	(54, 39)	(38, 7)	35.777	0.043
4	6	10	(39, 7)	(39, 7)	0.000	0.162
4	6	11	(39, 8)	(39, 8)	0.000	0.307
4	6	12	(39, 9)	(39, 9)	0.000	0.582
4	6	13	(40, 9)	(40, 9)	0.000	0.604
4	6	14	(39, 8)	(40, 8)	1.000	0.153
4	6	15	(39, 7)	(40, 7)	1.000	0.200
4	6	16	(39, 7)	(39, 7)	0.000	0.453
4	6	17	(39, 6)	(39, 6)	0.000	0.856
4	6	18	(39, 6)	(39, 6)	0.000	0.934
4	6	19	(40, 6)	(40, 6)	0.000	0.943
4	6	20	(40, 6)	(40, 6)	0.000	0.960
4	6	21	(40, 6)	(40, 7)	1.000	0.269
4	6	22	(39, 7)	(39, 7)	0.000	0.745
4	6	23	(38, 7)	(38, 7)	0.000	0.958
4	6	24	(38, 8)	(38, 8)	0.000	0.883
4	6	25	(38, 8)	(38, 8)	0.000	0.886
4	6	26	(38, 7)	(38, 7)	0.000	0.807
4	6	27	(38, 6)	(38, 6)	0.000	0.721
4	6	28	(38, 5)	(38, 5)	0.000	0.925
4	6	29	(38, 5)	(38, 5)	0.000	0.984
4	6	30	(38, 6)	(38, 6)	0.000	0.986
4	6	31	(39, 6)	(39, 6)	0.000	0.990
4	6	32	(39, 6)	(39, 6)	0.000	0.996
4	6	33	(39, 6)	(39, 6)	0.000	0.997
4	6	34	(38, 6)	(38, 6)	0.000	0.991
4	6	35	(37, 6)	(37, 6)	0.000	0.991
4	6	36	(37, 7)	(37, 7)	0.000	0.892
4	6	37	(38, 7)	(38, 7)	0.000	0.882
4	6	38	(39, 7)	(39, 7)	0.000	0.974
4	6	39	(40, 7)	(40, 7)	0.000	0.888
4	6	40	(41, 7)	(41, 7)	0.000	0.985
4	6	41	(42, 7)	(42, 7)	0.000	0.889
4	6	42	(43, 7)	(43, 7)	0.000	0.986
4	6	43	(43, 8)	(43, 8)	0.000	0.720
4	6	44	(43, 9)	(43, 9)	0.000	0.910
4	6	45	(43, 9)	(43, 9)	0.000	0.985
4	6	46	(43, 8)	(43, 8)	0.000	0.992
4	6	47	(43, 7)	(43, 7)	0.000	0.993
4	6	48	(43, 6)	(43, 6)	0.000	0.993
4	6	49	(43, 5)	(43, 5)	0.000	0.893
4	6	50	(43, 4)	(43, 4)	0.000	0.804
4	6	51	(43, 4)	(43, 4)	0.000	0.970
4	6	52	(42, 4)	(42, 4)	0.000	0.895
4	6	53	(42, 5)	(42, 5)	0.000	0.805
4	6	54	(42, 5)	(42, 6)	1.000	0.192
4	6	55	(43, 5)	(42, 6)	1.414	0.021
4	6	56	(44, 5)	(43, 6)	1.414	0.047
4	6	57	(43, 7)	(43, 7)	0.000	0.435
4	6	58	(44, 7)	(44, 7)	0.000	0.477
4	6	59	(44, 6)	(44, 6)	0.000	0.490
4	6	60	(45, 6)	(45, 6)	0.000	0.497
4	6	61	(45, 7)	(45, 7)	0.000	0.936
4	6	62	(45, 8)	(45, 8)	0.000	0.939
4	6	63	(46, 8)	(46, 8)	0.000	0.989
4	6	64	(46, 7)	(46, 7)	0.000	0.991
4	6	65	(46, 7)	(46, 7)	0.000	0.640
4	6	66	(46, 8)	(46, 8)	0.000	0.957
4	6	67	(47, 8)	(47, 8)	0.000	0.973
4	6	68	(47, 7)	(47, 7)	0.000	0.889
4	6	69	(47, 6)	(47, 6)	0.000	0.982
4	6	70	(47, 6)	(47, 6)	0.000	0.999
4	6	71	(47, 6)	(47, 6)	0.000	1.000
4	6	72	(47, 6)	(47, 6)	0.000	1.000
4	6	73	(47, 6)	(47, 6)	0.000	1.000
4	6	74	(47, 7)	(47, 7)	0.000	0.994
4	6	75	(48, 7)	(48, 7)	0.000	0.900
4	6	76	(48, 8)	(48, 8)	0.000	0.987
4	6	77	(49, 8)	(49, 8)	0.000	0.895
4	6	78	(49, 7)	(49, 7)	0.000	0.889
4	6	79	(49, 6)	(49, 6)	0.000	0.986
4	6	80	(50, 6)	(50, 6)	0.000	0.899
4	6	81	(50, 6)	(50, 6)	0.000	0.899
4	6	82	(50, 6)	(50, 6)	0.000	0.974
4	6	83	(50, 6)	(50, 6)	0.000	0.995
4	6	84	(51, 6)	(51, 6)	0.000	0.897
4	6	85	(51, 6)	(51, 6)	0.000	0.897
4	6	86	(51, 6)	(51, 6)	0.000	0.899
4	6	87	(51, 6)	(51, 6)	0.000	0.900
4	6	88	(51, 6)	(51, 6)	0.000	0.900
4	6	89	(52, 6)	(52, 6)	0.000	0.987
4	6	90	(53, 6)	(53, 6)	0.000	0.890
4	6	91	(54, 6)	(54, 6)	0.000	0.986
4	6	92	(54, 5)	(54, 5)	0.000	0.979
4	6	93	(53, 5)	(53, 5)	0.000	0.883
4	6	94	(52, 5)	(52, 5)	0.000	0.805
4	6	95	(52, 4)	(52, 4)	0.000	0.725
4	6	96	(53, 4)	(53, 4)	0.000	0.813
4	6	97	(53, 3)	(53, 3)	0.000	0.738
4	6	98	(53, 3)	(53, 3)	0.000	0.877
4	6	99	(52, 3)	(52, 3)	0.000	0.809
4	6	100	(52, 4)	(52, 4)	0.000	0.732
Already at last step
4	7	1	(1, 27)	(74, 46)	75.432	0.000
4	7	2	(2, 52)	(75, 46)	73.246	0.001
4	7	3	(4, 5)	(76, 46)	82.855	0.001
4	7	4	(4, 5)	(77, 46)	83.726	0.002
4	7	5	(89, 71)	(77, 45)	28.636	0.000
4	7	6	(87, 72)	(76, 45)	29.155	0.001
4	7	7	(53, 39)	(76, 46)	24.042	0.001
4	7	8	(53, 39)	(76, 47)	24.352	0.001
4	7	9	(10, 47)	(77, 47)	67.000	0.001
4	7	10	(1, 35)	(77, 48)	77.104	0.001
4	7	11	(96, 71)	(76, 48)	30.480	0.001
4	7	12	(96, 84)	(75, 48)	41.677	0.006
4	7	13	(27, 66)	(75, 48)	51.264	0.002
4	7	14	(26, 66)	(75, 48)	52.202	0.000
4	7	15	(51, 73)	(74, 48)	33.971	0.002
4	7	16	(25, 67)	(74, 49)	52.202	0.003
4	7	17	(92, 83)	(75, 49)	38.013	0.001
4	7	18	(93, 83)	(76, 49)	38.013	0.002
4	7	19	(35, 25)	(76, 48)	47.011	0.003
4	7	20	(34, 25)	(75, 48)	47.011	0.005
4	7	21	(7, 84)	(74, 48)	76.059	0.001
4	7	22	(45, 89)	(74, 49)	49.406	0.002
4	7	23	(45, 90)	(74, 50)	49.406	0.002
4	7	24	(45, 91)	(74, 50)	50.220	0.004
4	7	25	(45, 91)	(73, 50)	49.649	0.004
4	7	26	(62, 10)	(73, 51)	42.450	0.009
4	7	27	(61, 10)	(72, 51)	42.450	0.011
4	7	28	(45, 92)	(72, 52)	48.260	0.030
4	7	29	(73, 52)	(73, 52)	0.000	0.122
4	7	30	(73, 53)	(73, 53)	0.000	0.147
4	7	31	(73, 54)	(73, 54)	0.000	0.153
4	7	32	(72, 54)	(72, 54)	0.000	0.435
4	7	33	(71, 54)	(71, 54)	0.000	0.613
4	7	34	(70, 54)	(70, 54)	0.000	0.918
4	7	35	(70, 53)	(70, 53)	0.000	0.873
4	7	36	(70, 53)	(70, 53)	0.000	0.722
4	7	37	(71, 53)	(71, 53)	0.000	0.724
4	7	38	(71, 53)	(71, 53)	0.000	0.907
4	7	39	(71, 52)	(71, 52)	0.000	0.833
4	7	40	(71, 51)	(71, 51)	0.000	0.763
4	7	41	(70, 51)	(70, 51)	0.000	0.914
4	7	42	(69, 51)	(69, 51)	0.000	0.923
4	7	43	(69, 50)	(69, 50)	0.000	0.843
4	7	44	(69, 49)	(69, 50)	1.000	0.178
4	7	45	(70, 50)	(70, 50)	0.000	0.717
4	7	46	(70, 50)	(70, 50)	0.000	0.591
4	7	47	(71, 50)	(71, 50)	0.000	0.598
4	7	48	(72, 50)	(72, 50)	0.000	0.518
4	7	49	(73, 50)	(73, 50)	0.000	0.544
4	7	50	(74, 50)	(74, 50)	0.000	0.494
4	7	51	(75, 50)	(75, 50)	0.000	0.447
4	7	52	(75, 49)	(75, 49)	0.000	0.405
4	7	53	(76, 49)	(75, 49)	1.000	0.160
4	7	54	(75, 48)	(75, 48)	0.000	0.741
4	7	55	(74, 48)	(74, 48)	0.000	0.813
4	7	56	(74, 48)	(74, 48)	0.000	0.858
4	7	57	(74, 48)	(74, 48)	0.000	0.349
4	7	58	(74, 48)	(74, 48)	0.000	0.423
4	7	59	(74, 48)	(74, 48)	0.000	0.452
4	7	60	(75, 48)	(75, 48)	0.000	0.920
4	7	61	(75, 49)	(75, 49)	0.000	0.913
4	7	62	(76, 49)	(76, 49)	0.000	0.848
4	7	63	(76, 48)	(76, 48)	0.000	0.844
4	7	64	(77, 48)	(76, 48)	1.000	0.091
4	7	65	(78, 48)	(77, 48)	1.000	0.173
4	7	66	(79, 48)	(78, 48)	1.000	0.225
4	7	67	(80, 48)	(79, 48)	1.000	0.297
4	7	68	(81, 48)	(79, 48)	2.000	0.031
4	7	69	(80, 48)	(79, 48)	1.000	0.242
4	7	70	(80, 49)	(78, 48)	2.236	0.311
4	7	71	(78, 49)	(78, 49)	0.000	0.779
4	7	72	(78, 49)	(78, 49)	0.000	0.858
4	7	73	(78, 48)	(78, 48)	0.000	0.877
4	7	74	(79, 48)	(79, 48)	0.000	0.977
4	7	75	(80, 48)	(80, 48)	0.000	0.885
4	7	76	(80, 47)	(80, 47)	0.000	0.979
4	7	77	(81, 47)	(81, 47)	0.000	0.893
4	7	78	(81, 46)	(81, 46)	0.000	0.987
4	7	79	(81, 45)	(81, 45)	0.000	0.993
4	7	80	(80, 45)	(80, 45)	0.000	0.987
4	7	81	(79, 45)	(79, 45)	0.000	0.992
4	7	82	(78, 45)	(78, 45)	0.000	0.992
4	7	83	(78, 44)	(78, 44)	0.000	0.993
4	7	84	(78, 43)	(78, 43)	0.000	0.895
4	7	85	(79, 43)	(79, 43)	0.000	0.987
4	7	86	(79, 44)	(79, 44)	0.000	0.992
4	7	87	(79, 45)	(79, 45)	0.000	0.993
4	7	88	(79, 46)	(79, 46)	0.000	0.993
4	7	89	(78, 46)	(79, 46)	1.000	0.099
4	7	90	(77, 46)	(78, 46)	1.000	0.179
4	7	91	(77, 45)	(78, 45)	1.000	0.163
4	7	92	(78, 44)	(78, 44)	0.000	0.751
4	7	93	(77, 44)	(77, 44)	0.000	0.749
4	7	94	(77, 45)	(77, 45)	0.000	0.676
4	7	95	(77, 46)	(77, 46)	0.000	0.609
4	7	96	(77, 47)	(77, 47)	0.000	0.549
4	7	97	(76, 47)	(76, 47)	0.000	0.544
4	7	98	(76, 48)	(76, 48)	0.000	0.556
4	7	99	(77, 48)	(77, 48)	0.000	0.507
4	7	100	(77, 49)	(77, 49)	0.000	0.481
Already at last step
4	8	1	(1, 63)	(79, 69)	78.230	0.000
4	8	2	(48, 98)	(79, 68)	43.139	0.000
4	8	3	(62, 73)	(79, 67)	18.028	0.000
4	8	4	(78, 84)	(79, 67)	17.029	0.000
4	8	5	(78, 83)	(79, 66)	17.029	0.000
4	8	6	(78, 82)	(79, 65)	17.029	0.000
4	8	7	(97, 5)	(79, 65)	62.642	0.000
4	8	8	(97, 6)	(79, 66)	62.642	0.000
4	8	9	(97, 7)	(79, 67)	62.642	0.000
4	8	10	(96, 7)	(79, 67)	62.362	0.000
4	8	11	(96, 8)	(79, 68)	62.362	0.000
4	8	12	(95, 8)	(79, 68)	62.097	0.000
4	8	13	(94, 8)	(78, 68)	62.097	0.001
4	8	14	(93, 8)	(77, 68)	62.097	0.002
4	8	15	(93, 7)	(77, 68)	63.063	0.003
4	8	16	(93, 7)	(77, 68)	63.063	0.011
4	8	17	(92, 8)	(77, 69)	62.817	0.021
4	8	18	(76, 69)	(76, 69)	0.000	0.134
4	8	19	(76, 69)	(76, 69)	0.000	0.260
4	8	20	(75, 69)	(75, 69)	0.000	0.358
4	8	21	(74, 69)	(74, 69)	0.000	0.486
4	8	22	(74, 70)	(74, 70)	0.000	0.509
4	8	23	(73, 70)	(73, 70)	0.000	0.903
4	8	24	(73, 69)	(73, 69)	0.000	0.920
4	8	25	(72, 69)	(73, 69)	1.000	0.099
4	8	26	(72, 68)	(73, 68)	1.000	0.091
4	8	27	(73, 68)	(74, 68)	1.000	0.083
4	8	28	(73, 69)	(74, 69)	1.000	0.082
4	8	29	(74, 69)	(75, 69)	1.000	0.075
4	8	30	(75, 69)	(76, 69)	1.000	0.066
4	8	31	(75, 69)	(77, 69)	2.000	0.122
4	8	32	(74, 69)	(77, 70)	3.162	0.215
4	8	33	(77, 71)	(77, 71)	0.000	0.760
4	8	34	(77, 71)	(77, 71)	0.000	0.854
4	8	35	(77, 70)	(77, 70)	0.000	0.860
4	8	36	(78, 70)	(78, 70)	0.000	0.978
4	8	37	(78, 69)	(78, 69)	0.000	0.893
4	8	38	(78, 69)	(78, 68)	1.000	0.186
4	8	39	(79, 69)	(79, 68)	1.000	0.178
4	8	40	(79, 69)	(79, 69)	0.000	0.627
4	8	41	(80, 69)	(80, 69)	0.000	0.636
4	8	42	(80, 70)	(80, 70)	0.000	0.816
4	8	43	(80, 70)	(80, 70)	0.000	0.972
4	8	44	(80, 70)	(80, 70)	0.000	0.651
4	8	45	(81, 70)	(81, 70)	0.000	0.981
4	8	46	(81, 69)	(81, 69)	0.000	0.899
4	8	47	(82, 69)	(82, 69)	0.000	0.986
4	8	48	(82, 69)	(82, 69)	0.000	0.999
4	8	49	(82, 69)	(82, 69)	0.000	0.665
4	8	50	(82, 68)	(82, 69)	1.000	0.097
4	8	51	(82, 67)	(82, 68)	1.000	0.179
4	8	52	(82, 67)	(82, 67)	0.000	0.969
4	8	53	(81, 67)	(81, 67)	0.000	0.875
4	8	54	(81, 66)	(81, 66)	0.000	0.985
4	8	55	(81, 66)	(81, 66)	0.000	0.999
4	8	56	(81, 66)	(81, 66)	0.000	1.000
4	8	57	(81, 65)	(81, 65)	0.000	0.994
4	8	58	(80, 65)	(80, 65)	0.000	0.900
4	8	59	(80, 64)	(80, 64)	0.000	0.987
4	8	60	(81, 64)	(81, 64)	0.000	0.805
4	8	61	(82, 64)	(81, 64)	1.000	0.011
4	8	62	(82, 64)	(82, 64)	0.000	0.981
4	8	63	(82, 64)	(82, 64)	0.000	0.809
4	8	64	(82, 65)	(82, 64)	1.000	0.099
4	8	65	(82, 65)	(82, 64)	1.000	0.066
4	8	66	(81, 64)	(81, 64)	0.000	0.527
4	8	67	(81, 63)	(81, 63)	0.000	0.854
4	8	68	(82, 63)	(82, 63)	0.000	0.841
4	8	69	(82, 64)	(82, 64)	0.000	0.974
4	8	70	(82, 65)	(82, 65)	0.000	0.895
4	8	71	(82, 65)	(82, 65)	0.000	0.989
4	8	72	(81, 65)	(81, 65)	0.000	0.993
4	8	73	(81, 66)	(81, 66)	0.000	0.993
4	8	74	(81, 67)	(81, 67)	0.000	0.993
4	8	75	(80, 67)	(80, 67)	0.000	0.899
4	8	76	(80, 67)	(80, 67)	0.000	0.983
4	8	77	(81, 67)	(81, 67)	0.000	0.891
4	8	78	(81, 68)	(81, 68)	0.000	0.802
4	8	79	(82, 68)	(82, 68)	0.000	0.728
4	8	80	(81, 69)	(82, 69)	1.000	0.188
4	8	81	(82, 69)	(82, 69)	0.000	0.804
4	8	82	(83, 69)	(83, 69)	0.000	0.827
4	8	83	(84, 69)	(84, 69)	0.000	0.975
4	8	84	(84, 68)	(84, 68)	0.000	0.986
4	8	85	(83, 68)	(83, 68)	0.000	0.899
4	8	86	(83, 69)	(83, 69)	0.000	0.987
4	8	87	(82, 69)	(82, 69)	0.000	0.987
4	8	88	(81, 69)	(81, 69)	0.000	0.992
4	8	89	(81, 68)	(81, 68)	0.000	0.986
4	8	90	(80, 68)	(80, 68)	0.000	0.889
4	8	91	(79, 68)	(79, 68)	0.000	0.981
4	8	92	(78, 68)	(78, 68)	0.000	0.990
4	8	93	(78, 68)	(78, 68)	0.000	0.991
4	8	94	(78, 68)	(78, 68)	0.000	0.991
4	8	95	(77, 68)	(77, 68)	0.000	0.993
4	8	96	(77, 68)	(77, 68)	0.000	0.642
4	8	97	(77, 69)	(77, 69)	0.000	0.674
4	8	98	(77, 70)	(77, 70)	0.000	0.878
4	8	99	(76, 70)	(76, 70)	0.000	0.958
4	8	100	(76, 70)	(76, 70)	0.000	0.990
Already at last step
4	9	1	(0, 14)	(7, 0)	15.652	0.000
4	9	2	(37, 81)	(8, 0)	86.035	0.000
4	9	3	(99, 55)	(8, 0)	106.330	0.001
4	9	4	(99, 55)	(8, 0)	106.330	0.002
4	9	5	(99, 39)	(8, 0)	99.005	0.000
4	9	6	(99, 39)	(9, 0)	98.087	0.001
4	9	7	(99, 40)	(9, 1)	98.087	0.001
4	9	8	(50, 50)	(8, 1)	64.537	0.008
4	9	9	(98, 39)	(8, 0)	98.087	0.028
4	9	10	(99, 39)	(9, 0)	98.087	0.033
4	9	11	(52, 95)	(9, 0)	104.278	0.057
4	9	12	(51, 95)	(8, 0)	104.278	0.104
4	9	13	(51, 95)	(8, 0)	104.278	0.140
4	9	14	(51, 95)	(8, 0)	104.278	0.153
4	9	15	(52, 95)	(9, 0)	104.278	0.155
4	9	16	(52, 96)	(9, 1)	104.278	0.170
4	9	17	(10, 1)	(10, 1)	0.000	0.490
4	9	18	(10, 0)	(10, 0)	0.000	0.642
4	9	19	(10, 0)	(10, 0)	0.000	0.777
4	9	20	(10, 0)	(10, 0)	0.000	0.889
4	9	21	(11, 0)	(11, 0)	0.000	0.844
4	9	22	(12, 0)	(12, 0)	0.000	0.974
4	9	23	(13, 0)	(13, 0)	0.000	0.985
4	9	24	(14, 0)	(14, 0)	0.000	0.874
